_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
523,2018Q2,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",254,"",254,"",2.7912087912087915,"",2.7912087912087915,"",100,""
524,2018Q3,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",52,"",52,"",0.5652173913043479,"",0.5652173913043479,"",100,""
525,2018Q3,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",168,"",168,"",1.8260869565217395,"",1.8260869565217395,"",100,""
526,2018Q3,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",220,"",220,"",2.391304347826088,"",2.391304347826088,"",100,""
527,2018Q4,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",110,"",110,"",1.195652173913044,"",1.195652173913044,"",100,""
528,2018Q4,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",152,"",152,"",1.6521739130434787,"",1.6521739130434787,"",100,""
529,2018Q4,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",262,"",262,"",2.847826086956523,"",2.847826086956523,"",100,""
530,2019Q1,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",128,"",128,"",1.4222222222222227,"",1.4222222222222227,"",100,""
531,2019Q1,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",150,"",150,"",1.6666666666666672,"",1.6666666666666672,"",100,""
532,2019Q1,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",278,"",278,"",3.08888888888889,"",3.08888888888889,"",100,""
533,2019Q2,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",28,"",28,"",0.30769230769230776,"",0.30769230769230776,"",100,""
534,2019Q2,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",131,"",131,"",1.43956043956044,"",1.43956043956044,"",100,""
535,2019Q2,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",159,"",159,"",1.7472527472527475,"",1.7472527472527475,"",100,""
536,2019Q3,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",58,"",58,"",0.6304347826086958,"",0.6304347826086958,"",100,""
537,2019Q3,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",68,"",68,"",0.7391304347826088,"",0.7391304347826088,"",100,""
538,2019Q3,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",126,"",126,"",1.3695652173913047,"",1.3695652173913047,"",100,""
539,2019Q4,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",41,"",41,"",0.44565217391304357,"",0.44565217391304357,"",100,""
540,2019Q4,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",60,"",60,"",0.6521739130434784,"",0.6521739130434784,"",100,""
541,2019Q4,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",101,"",101,"",1.0978260869565217,"",1.0978260869565217,"",100,""
542,2020Q1,"",S08000015,"",A101H,"",C2,"",Accident & Emergency,"",1,"",1,"",0.010989010989010993,"",0.010989010989010993,"",100,""
543,2020Q1,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",23,"",23,"",0.25274725274725285,"",0.25274725274725285,"",100,""
544,2020Q1,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",25,"",25,"",0.27472527472527486,"",0.27472527472527486,"",100,""
545,2020Q1,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",49,"",49,"",0.5384615384615385,"",0.5384615384615385,"",100,""
546,2020Q2,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",47,"",47,"",0.5164835164835166,"",0.5164835164835166,"",100,""
547,2020Q2,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",9,"",9,"",0.09890109890109892,"",0.09890109890109892,"",100,""
548,2020Q2,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",56,"",56,"",0.6153846153846155,"",0.6153846153846155,"",100,""
549,2020Q3,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",21,"",21,"",0.22826086956521743,"",0.22826086956521743,"",100,""
550,2020Q3,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",28,"",28,"",0.3043478260869566,"",0.3043478260869566,"",100,""
551,2020Q3,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",49,"",49,"",0.5326086956521742,"",0.5326086956521742,"",100,""
552,2020Q4,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",6,"",6,"",0.06521739130434784,"",0.06521739130434784,"",100,""
553,2020Q4,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",36,"",36,"",0.3913043478260871,"",0.3913043478260871,"",100,""
554,2020Q4,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",42,"",42,"",0.4565217391304349,"",0.4565217391304349,"",100,""
555,2021Q1,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",6,"",6,"",0.0666666666666667,"",0.0666666666666667,"",100,""
556,2021Q1,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",34,"",34,"",0.3777777777777779,"",0.3777777777777779,"",100,""
557,2021Q1,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",40,"",40,"",0.4444444444444445,"",0.4444444444444445,"",100,""
558,2021Q2,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",15,"",15,"",0.1648351648351649,"",0.1648351648351649,"",100,""
559,2021Q2,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",27,"",27,"",0.29670329670329676,"",0.29670329670329676,"",100,""
560,2021Q2,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",42,"",42,"",0.46153846153846173,"",0.46153846153846173,"",100,""
561,2021Q3,"",S08000015,"",A111H,"",C2,"",Accident & Emergency,"",18,"",18,"",0.19565217391304354,"",0.19565217391304354,"",100,""
562,2021Q3,"",S08000015,"",A210H,"",C2,"",Accident & Emergency,"",44,"",44,"",0.4782608695652175,"",0.4782608695652175,"",100,""
563,2021Q3,"",S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",62,"",62,"",0.6739130434782611,"",0.6739130434782611,"",100,""
564,2021Q4,p,S08000015,"",A210H,"",C2,"",Accident & Emergency,"",28,"",28,"",0.3043478260869566,"",0.3043478260869566,"",100,""
565,2021Q4,p,S08000015,"",S08000015,d,C2,"",Accident & Emergency,"",28,"",28,"",0.3043478260869566,"",0.3043478260869566,"",100,""
566,2016Q4,"",S08000015,"",A101H,"", ,z,All Acute,d,5,"",5,"",0.054347826086956534,"",0.054347826086956534,"",100,""
567,2016Q4,"",S08000015,"",A111H,"", ,z,All Acute,d,47686,"",44990,"",518.3260869565217,"",489.0217391304349,"",94.34634903325926,""
568,2016Q4,"",S08000015,"",A210H,"", ,z,All Acute,d,31730,"",29479,"",344.8913043478261,"",320.4239130434783,"",92.90576741254336,""
569,2016Q4,"",S08000015,"",S08000015,d, ,z,All Acute,d,92529,"",86401,"",1005.75,"",939.1413043478262,"",93.37721146883682,""
570,2017Q1,"",S08000015,"",A101H,"", ,z,All Acute,d,9,"",9,"",0.1,"",0.1,"",100,""
571,2017Q1,"",S08000015,"",A111H,"", ,z,All Acute,d,47779,"",45594,"",530.8777777777779,"",506.6,"",95.42686117331885,""
572,2017Q1,"",S08000015,"",A210H,"", ,z,All Acute,d,31171,"",29031,"",346.3444444444445,"",322.56666666666666,"",93.13464438099517,""
573,2017Q1,"",S08000015,"",S08000015,d, ,z,All Acute,d,93171,"",88147,"",1035.2333333333333,"",979.4111111111114,"",94.60776421848001,""
574,2017Q2,"",S08000015,"",A101H,"", ,z,All Acute,d,3,"",3,"",0.03296703296703298,"",0.03296703296703298,"",100,""
575,2017Q2,"",S08000015,"",A111H,"", ,z,All Acute,d,47601,"",44393,"",523.0879120879122,"",487.83516483516496,"",93.26064578475246,""
576,2017Q2,"",S08000015,"",A210H,"", ,z,All Acute,d,32023,"",28160,"",351.901098901099,"",309.4505494505495,"",87.93679542828592,""
577,2017Q2,"",S08000015,"",S08000015,d, ,z,All Acute,d,93471,"",85445,"",1027.1538461538464,"",938.9560439560441,"",91.41337955087675,""
578,2017Q3,"",S08000015,"",A111H,"", ,z,All Acute,d,47667,"",44096,"",518.1195652173914,"",479.30434782608694,"",92.50844399689514,""
579,2017Q3,"",S08000015,"",A210H,"", ,z,All Acute,d,32134,"",29533,"",349.28260869565224,"",321.0108695652175,"",91.90576958984254,""
580,2017Q3,"",S08000015,"",S08000015,d, ,z,All Acute,d,93257,"",85931,"",1013.663043478261,"",934.0326086956521,"",92.1442894367179,""
581,2017Q4,"",S08000015,"",A111H,"", ,z,All Acute,d,47923,"",45490,"",520.9021739130436,"",494.4565217391305,"",94.92310581557918,""
582,2017Q4,"",S08000015,"",A210H,"", ,z,All Acute,d,34338,"",31721,"",373.2391304347827,"",344.7934782608697,"",92.37870580697769,""
583,2017Q4,"",S08000015,"",S08000015,d, ,z,All Acute,d,96790,"",89433,"",1052.0652173913047,"",972.0978260869566,"",92.39900816200021,""
584,2018Q1,"",S08000015,"",A111H,"", ,z,All Acute,d,48341,"",46059,"",537.1222222222224,"",511.7666666666667,"",95.27936947932398,""
585,2018Q1,"",S08000015,"",A210H,"", ,z,All Acute,d,34511,"",31678,"",383.4555555555557,"",351.9777777777778,"",91.79102315203849,""
586,2018Q1,"",S08000015,"",S08000015,d, ,z,All Acute,d,97321,"",89818,"",1081.3444444444447,"",997.977777777778,"",92.2904614625826,""
587,2018Q2,"",S08000015,"",A111H,"", ,z,All Acute,d,46542,"",43729,"",511.45054945054954,"",480.53846153846166,"",93.95599673413261,""
588,2018Q2,"",S08000015,"",A210H,"", ,z,All Acute,d,31513,"",27910,"",346.29670329670336,"",306.70329670329676,"",88.56662329832133,""
589,2018Q2,"",S08000015,"",S08000015,d, ,z,All Acute,d,90737,"",83870,"",997.1098901098902,"",921.6483516483518,"",92.43197372626383,""
590,2018Q3,"",S08000015,"",A111H,"", ,z,All Acute,d,42634,"",39984,"",463.413043478261,"",434.608695652174,"",93.78430360744947,""
591,2018Q3,"",S08000015,"",A210H,"", ,z,All Acute,d,30038,"",27237,"",326.5,"",296.05434782608694,"",90.67514481656569,""
592,2018Q3,"",S08000015,"",S08000015,d, ,z,All Acute,d,86024,"",79863,"",935.0434782608697,"",868.0760869565219,"",92.83804519668932,""
593,2018Q4,"",S08000015,"",A111H,"", ,z,All Acute,d,42752,"",40164,"",464.6956521739131,"",436.5652173913045,"",93.94648203592816,""
594,2018Q4,"",S08000015,"",A210H,"", ,z,All Acute,d,29679,"",27036,"",322.59782608695656,"",293.86956521739137,"",91.09471343374105,""
595,2018Q4,"",S08000015,"",S08000015,d, ,z,All Acute,d,85405,"",79521,"",928.3152173913046,"",864.3586956521741,"",93.11047362566593,""
596,2019Q1,"",S08000015,"",A111H,"", ,z,All Acute,d,42984,"",41103,"",477.6,"",456.7,"",95.62395309882747,""
597,2019Q1,"",S08000015,"",A210H,"", ,z,All Acute,d,29856,"",28273,"",331.73333333333335,"",314.1444444444445,"",94.69788317256166,""
598,2019Q1,"",S08000015,"",S08000015,d, ,z,All Acute,d,85491,"",81775,"",949.9,"",908.6111111111114,"",95.65334362681453,""
599,2019Q2,"",S08000015,"",A111H,"", ,z,All Acute,d,41231,"",39071,"",453.0879120879122,"",429.35164835164846,"",94.76122335136185,""
600,2019Q2,"",S08000015,"",A210H,"", ,z,All Acute,d,30765,"",28919,"",338.07692307692315,"",317.7912087912089,"",93.99967495530638,""
601,2019Q2,"",S08000015,"",S08000015,d, ,z,All Acute,d,84452,"",79924,"",928.0439560439562,"",878.2857142857144,"",94.63837446123243,""
602,2019Q3,"",S08000015,"",A111H,"", ,z,All Acute,d,41576,"",38851,"",451.913043478261,"",422.2934782608697,"",93.44573792572639,""
603,2019Q3,"",S08000015,"",A210H,"", ,z,All Acute,d,31751,"",30058,"",345.11956521739137,"",326.71739130434787,"",94.66788447607952,""
604,2019Q3,"",S08000015,"",S08000015,d, ,z,All Acute,d,85118,"",80009,"",925.1956521739132,"",869.6630434782611,"",93.997744307902,""
605,2019Q4,"",S08000015,"",A111H,"", ,z,All Acute,d,41697,"",39505,"",453.2282608695653,"",429.4021739130436,"",94.7430270762885,""
606,2019Q4,"",S08000015,"",A210H,"", ,z,All Acute,d,31909,"",30177,"",346.8369565217392,"",328.0108695652175,"",94.57206430787554,""
607,2019Q4,"",S08000015,"",S08000015,d, ,z,All Acute,d,86469,"",81597,"",939.880434782609,"",886.9239130434785,"",94.36561079693303,""
608,2020Q1,"",S08000015,"",A111H,"", ,z,All Acute,d,43053,"",38853,"",473.1098901098902,"",426.9560439560441,"",90.24458225907605,""
609,2020Q1,"",S08000015,"",A210H,"", ,z,All Acute,d,31574,"",28350,"",346.9670329670331,"",311.5384615384616,"",89.78906695382277,""
610,2020Q1,"",S08000015,"",S08000015,d, ,z,All Acute,d,87439,"",79602,"",960.8681318681322,"",874.747252747253,"",91.0371802056291,""
611,2020Q2,"",S08000015,"",A111H,"", ,z,All Acute,d,39567,"",28239,"",434.8021978021979,"",310.31868131868134,"",71.37008112821293,""
612,2020Q2,"",S08000015,"",A210H,"", ,z,All Acute,d,25566,"",18179,"",280.94505494505495,"",199.76923076923083,"",71.10615661425332,""
613,2020Q2,"",S08000015,"",S08000015,d, ,z,All Acute,d,79260,"",58335,"",870.9890109890113,"",641.0439560439562,"",73.59954579863741,""
614,2020Q3,"",S08000015,"",A111H,"", ,z,All Acute,d,41011,"",37505,"",445.77173913043487,"",407.663043478261,"",91.4510741020702,""
615,2020Q3,"",S08000015,"",A210H,"", ,z,All Acute,d,26061,"",23002,"",283.27173913043487,"",250.02173913043484,"",88.2621541767392,""
616,2020Q3,"",S08000015,"",S08000015,d, ,z,All Acute,d,81232,"",72179,"",882.9565217391306,"",784.5543478260872,"",88.8553771912547,""
617,2020Q4,"",S08000015,"",A111H,"", ,z,All Acute,d,44270,"",39411,"",481.1956521739131,"",428.3804347826088,"",89.02416986672692,""
618,2020Q4,"",S08000015,"",A210H,"", ,z,All Acute,d,29415,"",26066,"",319.72826086956525,"",283.32608695652175,"",88.61465238823732,""
619,2020Q4,"",S08000015,"",S08000015,d, ,z,All Acute,d,88117,"",77380,"",957.7934782608697,"",841.0869565217392,"",87.8150640625532,""
620,2021Q1,"",S08000015,"",A111H,"", ,z,All Acute,d,44361,"",40225,"",492.9,"",446.94444444444457,"",90.67649511958706,""
621,2021Q1,"",S08000015,"",A210H,"", ,z,All Acute,d,28688,"",24803,"",318.7555555555556,"",275.58888888888896,"",86.45775237032908,""
622,2021Q1,"",S08000015,"",S08000015,d, ,z,All Acute,d,86788,"",76215,"",964.3111111111114,"",846.8333333333336,"",87.81744019910589,""
623,2021Q2,"",S08000015,"",A111H,"", ,z,All Acute,d,44720,"",41081,"",491.42857142857144,"",451.4395604395605,"",91.86270125223615,""
624,2021Q2,"",S08000015,"",A210H,"", ,z,All Acute,d,27905,"",24867,"",306.6483516483517,"",273.26373626373635,"",89.11306217523743,""
625,2021Q2,"",S08000015,"",S08000015,d, ,z,All Acute,d,86764,"",77846,"",953.4505494505498,"",855.4505494505497,"",89.72154349730305,""
626,2021Q3,"",S08000015,"",A111H,"", ,z,All Acute,d,47624,"",44411,"",517.6521739130436,"",482.7282608695653,"",93.2534016462288,""
627,2021Q3,"",S08000015,"",A210H,"", ,z,All Acute,d,28149,"",25637,"",305.96739130434787,"",278.66304347826093,"",91.07605954030342,""
628,2021Q3,"",S08000015,"",S08000015,d, ,z,All Acute,d,90100,"",82594,"",979.3478260869566,"",897.7608695652176,"",91.66925638179801,""
629,2021Q4,p,S08000015,"",A111H,"", ,z,All Acute,d,50783,"",46694,"",551.9891304347827,"",507.5434782608697,"",91.94809286572277,""
630,2021Q4,p,S08000015,"",A210H,"", ,z,All Acute,d,28742,"",26178,"",312.413043478261,"",284.5434782608696,"",91.07925683668502,""
631,2021Q4,p,S08000015,"",S08000015,d, ,z,All Acute,d,93750,"",85593,"",1019.021739130435,"",930.3586956521742,"",91.2992,""
632,2016Q4,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1564,"",562,"",17,"",6.108695652173915,"",35.93350383631714,""
633,2016Q4,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,55230,"",50825,"",600.3260869565219,"",552.4456521739131,"",92.02426217635343,""
634,2016Q4,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,32047,"",29673,"",348.3369565217392,"",322.53260869565224,"",92.59213030860926,""
635,2016Q4,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,140841,"",122236,"",1530.8804347826092,"",1328.652173913044,"",86.79006823297195,""
636,2017Q1,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1512,"",531,"",16.8,"",5.9,"",35.11904761904763,""
637,2017Q1,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,55138,"",50935,"",612.6444444444445,"",565.9444444444446,"",92.37730784576881,""
638,2017Q1,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,31464,"",29220,"",349.6,"",324.66666666666674,"",92.86803966437833,""
639,2017Q1,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,138644,"",121790,"",1540.488888888889,"",1353.2222222222224,"",87.84368598713253,""
640,2017Q2,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1366,"",813,"",15.010989010989016,"",8.934065934065936,"",59.51683748169842,""
641,2017Q2,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,54763,"",49534,"",601.7912087912089,"",544.3296703296704,"",90.45158227270237,""
642,2017Q2,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,32352,"",28489,"",355.51648351648356,"",313.0659340659342,"",88.05947082096935,""
643,2017Q2,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,139351,"",118598,"",1531.3296703296708,"",1303.2747252747256,"",85.10739068969727,""
644,2017Q3,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1134,"",758,"",12.326086956521742,"",8.239130434782611,"",66.8430335097002,""
645,2017Q3,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,54708,"",49588,"",594.6521739130436,"",539,"",90.64122249031222,""
646,2017Q3,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,32447,"",29846,"",352.6847826086957,"",324.413043478261,"",91.98385058711129,""
647,2017Q3,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,139133,"",120189,"",1512.3152173913047,"",1306.402173913044,"",86.38425104037147,""
648,2017Q4,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1196,"",626,"",13,"",6.804347826086958,"",52.34113712374583,""
649,2017Q4,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,55226,"",51094,"",600.2826086956522,"",555.3695652173914,"",92.5180168761091,""
650,2017Q4,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,34623,"",32006,"",376.3369565217392,"",347.8913043478261,"",92.4414406608324,""
651,2017Q4,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,142197,"",124643,"",1545.6195652173915,"",1354.8152173913047,"",87.65515446880033,""
652,2018Q1,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1084,"",871,"",12.044444444444448,"",9.677777777777779,"",80.35055350553506,""
653,2018Q1,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,55533,"",51488,"",617.0333333333334,"",572.088888888889,"",92.71604271334164,""
654,2018Q1,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,34650,"",31817,"",385,"",353.5222222222223,"",91.82395382395386,""
655,2018Q1,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,141280,"",123755,"",1569.777777777778,"",1375.0555555555559,"",87.59555492638734,""
656,2018Q2,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1092,"",653,"",12,"",7.175824175824178,"",59.79853479853482,""
657,2018Q2,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,53767,"",48888,"",590.8461538461539,"",537.2307692307694,"",90.9256607212603,""
658,2018Q2,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,31709,"",28106,"",348.4505494505495,"",308.8571428571429,"",88.63729540509004,""
659,2018Q2,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,135049,"",117682,"",1484.0549450549454,"",1293.2087912087914,"",87.14022317825382,""
660,2018Q3,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1105,"",651,"",12.010869565217392,"",7.076086956521741,"",58.91402714932128,""
661,2018Q3,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,49967,"",45374,"",543.1195652173914,"",493.1956521739131,"",90.80793323593575,""
662,2018Q3,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,30206,"",27405,"",328.32608695652175,"",297.88043478260875,"",90.72700787922929,""
663,2018Q3,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,129342,"",111857,"",1405.8913043478262,"",1215.8369565217395,"",86.48157597686756,""
664,2018Q4,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1104,"",653,"",12,"",7.097826086956523,"",59.14855072463769,""
665,2018Q4,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,50540,"",46470,"",549.3478260869566,"",505.108695652174,"",91.94697269489515,""
666,2018Q4,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,29831,"",27188,"",324.25,"",295.52173913043487,"",91.14008916898531,""
667,2018Q4,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,128415,"",112404,"",1395.8152173913047,"",1221.7826086956525,"",87.53183039364563,""
668,2019Q1,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1038,"",661,"",11.533333333333335,"",7.344444444444446,"",63.6801541425819,""
669,2019Q1,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,50217,"",46307,"",557.9666666666668,"",514.5222222222224,"",92.2137921421033,""
670,2019Q1,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,30006,"",28423,"",333.4,"",315.8111111111112,"",94.72438845564221,""
671,2019Q1,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,127225,"",113176,"",1413.6111111111113,"",1257.5111111111114,"",88.95735900962863,""
672,2019Q2,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1088,"",688,"",11.95604395604396,"",7.560439560439561,"",63.23529411764707,""
673,2019Q2,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,48327,"",44233,"",531.0659340659341,"",486.0769230769232,"",91.52854511970537,""
674,2019Q2,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,30896,"",29050,"",339.51648351648356,"",319.2307692307693,"",94.02511651993785,""
675,2019Q2,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,125097,"",111417,"",1374.6923076923078,"",1224.3626373626375,"",89.06448595889592,""
676,2019Q3,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1104,"",612,"",12,"",6.65217391304348,"",55.43478260869567,""
677,2019Q3,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,48729,"",44139,"",529.663043478261,"",479.77173913043487,"",90.58055777873545,""
678,2019Q3,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,31819,"",30126,"",345.858695652174,"",327.4565217391305,"",94.6792796756655,""
679,2019Q3,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,125044,"",112458,"",1359.1739130434787,"",1222.3695652173915,"",89.9347429704744,""
680,2019Q4,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,1027,"",697,"",11.163043478260871,"",7.576086956521741,"",67.86757546251219,""
681,2019Q4,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,49567,"",45008,"",538.7717391304349,"",489.21739130434787,"",90.80234833659493,""
682,2019Q4,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,31969,"",30237,"",347.4891304347827,"",328.663043478261,"",94.58225155619508,""
683,2019Q4,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,127096,"",113932,"",1381.4782608695655,"",1238.3913043478262,"",89.64247497954304,""
684,2020Q1,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,708,"",550,"",7.780219780219781,"",6.043956043956046,"",77.68361581920905,""
685,2020Q1,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,51028,"",43563,"",560.7472527472529,"",478.7142857142858,"",85.37077682840794,""
686,2020Q1,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,31599,"",28375,"",347.2417582417583,"",311.81318681318686,"",89.79714547928732,""
687,2020Q1,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,128273,"",109791,"",1409.5934065934068,"",1206.4945054945058,"",85.591667771082,""
688,2020Q2,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,646,"",233,"",7.098901098901099,"",2.5604395604395607,"",36.068111455108365,""
689,2020Q2,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,47205,"",31694,"",518.7362637362638,"",348.2857142857144,"",67.14119267026798,""
690,2020Q2,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,25575,"",18188,"",281.0439560439561,"",199.86813186813188,"",71.1163245356794,""
691,2020Q2,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,118227,"",83771,"",1299.1978021978027,"",920.5604395604398,"",70.85606502744722,""
692,2020Q3,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,720,"",410,"",7.826086956521741,"",4.456521739130436,"",56.94444444444445,""
693,2020Q3,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,48548,"",41565,"",527.6956521739131,"",451.7934782608697,"",85.61629727280219,""
694,2020Q3,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,26089,"",23030,"",283.57608695652175,"",250.32608695652175,"",88.27475181110815,""
695,2020Q3,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,119063,"",99464,"",1294.163043478261,"",1081.130434782609,"",83.53896676549392,""
696,2020Q4,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,736,"",306,"",8,"",3.3260869565217397,"",41.57608695652175,""
697,2020Q4,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,51784,"",42997,"",562.8695652173914,"",467.358695652174,"",83.03143828209488,""
698,2020Q4,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,29451,"",26102,"",320.11956521739137,"",283.71739130434787,"",88.62856948830262,""
699,2020Q4,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,125897,"",104624,"",1368.4456521739132,"",1137.217391304348,"",83.10285392026816,""
700,2021Q1,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,679,"",409,"",7.544444444444446,"",4.544444444444445,"",60.23564064801179,""
701,2021Q1,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,51499,"",43543,"",572.2111111111112,"",483.8111111111112,"",84.5511563331327,""
702,2021Q1,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,28722,"",24837,"",319.1333333333334,"",275.9666666666667,"",86.47378316273242,""
703,2021Q1,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,123289,"",101388,"",1369.877777777778,"",1126.5333333333335,"",82.23604701149333,""
704,2021Q2,"",S08000015,"",A101H,"",Z9,d,All Specialties,d,640,"",336,"",7.032967032967035,"",3.6923076923076934,"",52.5,""
705,2021Q2,"",S08000015,"",A111H,"",Z9,d,All Specialties,d,52168,"",45002,"",573.2747252747254,"",494.5274725274726,"",86.26360987578595,""
706,2021Q2,"",S08000015,"",A210H,"",Z9,d,All Specialties,d,27932,"",24894,"",306.94505494505495,"",273.5604395604396,"",89.1235858513533,""
707,2021Q2,"",S08000015,"",S08000015,d,Z9,d,All Specialties,d,123646,"",104055,"",1358.747252747253,"",1143.4615384615388,"",84.15557316856189,""
