"","date","year","month","day","quarter","week","hb","hb_name","simd_quintile","admission_type","number_admissions","average20182019","percent_variation"
"756",2020-03-22,2020,3,22,1,12,"S08000019","NHS Forth Valley",3,"All",116,312.5,-62.9
"757",2020-03-22,2020,3,22,1,12,"S08000019","NHS Forth Valley",4,"All",84,256,-67.2
"758",2020-03-22,2020,3,22,1,12,"S08000019","NHS Forth Valley",5,"All",98,201.5,-51.4
"759",2020-03-22,2020,3,22,1,12,"S08000020","NHS Grampian",1,"All",72,110,-34.5
"760",2020-03-22,2020,3,22,1,12,"S08000020","NHS Grampian",2,"All",173,273,-36.6
"761",2020-03-22,2020,3,22,1,12,"S08000020","NHS Grampian",3,"All",211,287,-26.5
"762",2020-03-22,2020,3,22,1,12,"S08000020","NHS Grampian",4,"All",290,372.5,-22.1
"763",2020-03-22,2020,3,22,1,12,"S08000020","NHS Grampian",5,"All",221,298,-25.8
"764",2020-03-22,2020,3,22,1,12,"S08000022","NHS Highland",1,"All",57,101.5,-43.8
"765",2020-03-22,2020,3,22,1,12,"S08000022","NHS Highland",2,"All",95,161.5,-41.2
"766",2020-03-22,2020,3,22,1,12,"S08000022","NHS Highland",3,"All",158,269.5,-41.4
"767",2020-03-22,2020,3,22,1,12,"S08000022","NHS Highland",4,"All",120,190,-36.8
"768",2020-03-22,2020,3,22,1,12,"S08000022","NHS Highland",5,"All",24,46.5,-48.4
"769",2020-03-22,2020,3,22,1,12,"S08000024","NHS Lothian",1,"All",260,349.5,-25.6
"770",2020-03-22,2020,3,22,1,12,"S08000024","NHS Lothian",2,"All",423,564,-25
"771",2020-03-22,2020,3,22,1,12,"S08000024","NHS Lothian",3,"All",314,419.5,-25.1
"772",2020-03-22,2020,3,22,1,12,"S08000024","NHS Lothian",4,"All",271,359,-24.5
"773",2020-03-22,2020,3,22,1,12,"S08000024","NHS Lothian",5,"All",380,477.5,-20.4
"774",2020-03-22,2020,3,22,1,12,"S08000025","NHS Orkney",3,"All",12,11,9.1
"775",2020-03-22,2020,3,22,1,12,"S08000025","NHS Orkney",4,"All",9,24.5,-63.3
"776",2020-03-22,2020,3,22,1,12,"S08000026","NHS Shetland",3,"All",11,15,-26.7
"777",2020-03-22,2020,3,22,1,12,"S08000026","NHS Shetland",4,"All",17,19.5,-12.8
"778",2020-03-22,2020,3,22,1,12,"S08000028","NHS Western Isles",2,"All",10,14.5,-31
"779",2020-03-22,2020,3,22,1,12,"S08000028","NHS Western Isles",3,"All",29,61,-52.5
"780",2020-03-22,2020,3,22,1,12,"S08000029","NHS Fife",1,"All",168,268,-37.3
"781",2020-03-22,2020,3,22,1,12,"S08000029","NHS Fife",2,"All",166,231,-28.1
"782",2020-03-22,2020,3,22,1,12,"S08000029","NHS Fife",3,"All",121,177.5,-31.8
"783",2020-03-22,2020,3,22,1,12,"S08000029","NHS Fife",4,"All",93,146.5,-36.5
"784",2020-03-22,2020,3,22,1,12,"S08000029","NHS Fife",5,"All",64,141.5,-54.8
"785",2020-03-22,2020,3,22,1,12,"S08000030","NHS Tayside",1,"All",200,267,-25.1
"786",2020-03-22,2020,3,22,1,12,"S08000030","NHS Tayside",2,"All",187,241.5,-22.6
"787",2020-03-22,2020,3,22,1,12,"S08000030","NHS Tayside",3,"All",179,240,-25.4
"788",2020-03-22,2020,3,22,1,12,"S08000030","NHS Tayside",4,"All",235,283,-17
"789",2020-03-22,2020,3,22,1,12,"S08000030","NHS Tayside",5,"All",131,188.5,-30.5
"790",2020-03-22,2020,3,22,1,12,"S08000031","NHS Greater Glasgow and Clyde",1,"All",1105,1648.5,-33
"791",2020-03-22,2020,3,22,1,12,"S08000031","NHS Greater Glasgow and Clyde",2,"All",543,800.5,-32.2
"792",2020-03-22,2020,3,22,1,12,"S08000031","NHS Greater Glasgow and Clyde",3,"All",386,584.5,-34
"793",2020-03-22,2020,3,22,1,12,"S08000031","NHS Greater Glasgow and Clyde",4,"All",361,516,-30
"794",2020-03-22,2020,3,22,1,12,"S08000031","NHS Greater Glasgow and Clyde",5,"All",413,541,-23.7
"795",2020-03-22,2020,3,22,1,12,"S08000032","NHS Lanarkshire",1,"All",352,603,-41.6
"796",2020-03-22,2020,3,22,1,12,"S08000032","NHS Lanarkshire",2,"All",314,479.5,-34.5
"797",2020-03-22,2020,3,22,1,12,"S08000032","NHS Lanarkshire",3,"All",193,316.5,-39
"798",2020-03-22,2020,3,22,1,12,"S08000032","NHS Lanarkshire",4,"All",143,208.5,-31.4
"799",2020-03-22,2020,3,22,1,12,"S08000032","NHS Lanarkshire",5,"All",81,176.5,-54.1
"800",2020-03-22,2020,3,22,1,12,NA,NA,1,"All",2648,4142,-36.1
"801",2020-03-22,2020,3,22,1,12,NA,NA,2,"All",2315,3587,-35.5
"802",2020-03-22,2020,3,22,1,12,NA,NA,3,"All",2021,3154.5,-35.9
"803",2020-03-22,2020,3,22,1,12,NA,NA,4,"All",1824,2640.5,-30.9
"804",2020-03-22,2020,3,22,1,12,NA,NA,5,"All",1507,2240.5,-32.7
"805",2020-03-29,2020,3,29,1,13,"S08000015","NHS Ayrshire and Arran",1,"All",204,442,-53.8
"806",2020-03-29,2020,3,29,1,13,"S08000015","NHS Ayrshire and Arran",2,"All",111,285,-61.1
"807",2020-03-29,2020,3,29,1,13,"S08000015","NHS Ayrshire and Arran",3,"All",94,188.5,-50.1
"808",2020-03-29,2020,3,29,1,13,"S08000015","NHS Ayrshire and Arran",4,"All",80,145.5,-45
"809",2020-03-29,2020,3,29,1,13,"S08000015","NHS Ayrshire and Arran",5,"All",62,102,-39.2
"810",2020-03-29,2020,3,29,1,13,"S08000016","NHS Borders",1,"All",10,23,-56.5
"811",2020-03-29,2020,3,29,1,13,"S08000016","NHS Borders",2,"All",24,64.5,-62.8
"812",2020-03-29,2020,3,29,1,13,"S08000016","NHS Borders",3,"All",67,103.5,-35.3
"813",2020-03-29,2020,3,29,1,13,"S08000016","NHS Borders",4,"All",40,56.5,-29.2
"814",2020-03-29,2020,3,29,1,13,"S08000016","NHS Borders",5,"All",14,9,55.6
"815",2020-03-29,2020,3,29,1,13,"S08000017","NHS Dumfries and Galloway",1,"All",29,50,-42
"816",2020-03-29,2020,3,29,1,13,"S08000017","NHS Dumfries and Galloway",2,"All",60,119,-49.6
"817",2020-03-29,2020,3,29,1,13,"S08000017","NHS Dumfries and Galloway",3,"All",117,169,-30.8
"818",2020-03-29,2020,3,29,1,13,"S08000017","NHS Dumfries and Galloway",4,"All",40,57,-29.8
"819",2020-03-29,2020,3,29,1,13,"S08000017","NHS Dumfries and Galloway",5,"All",15,30,-50
"820",2020-03-29,2020,3,29,1,13,"S08000019","NHS Forth Valley",1,"All",105,304.5,-65.5
"821",2020-03-29,2020,3,29,1,13,"S08000019","NHS Forth Valley",2,"All",123,331.5,-62.9
"822",2020-03-29,2020,3,29,1,13,"S08000019","NHS Forth Valley",3,"All",109,302.5,-64
"823",2020-03-29,2020,3,29,1,13,"S08000019","NHS Forth Valley",4,"All",82,210.5,-61
"824",2020-03-29,2020,3,29,1,13,"S08000019","NHS Forth Valley",5,"All",77,197.5,-61
"825",2020-03-29,2020,3,29,1,13,"S08000020","NHS Grampian",1,"All",88,104,-15.4
"826",2020-03-29,2020,3,29,1,13,"S08000020","NHS Grampian",2,"All",159,262,-39.3
"827",2020-03-29,2020,3,29,1,13,"S08000020","NHS Grampian",3,"All",217,303,-28.4
"828",2020-03-29,2020,3,29,1,13,"S08000020","NHS Grampian",4,"All",240,377,-36.3
"829",2020-03-29,2020,3,29,1,13,"S08000020","NHS Grampian",5,"All",199,311,-36
"830",2020-03-29,2020,3,29,1,13,"S08000022","NHS Highland",1,"All",60,93,-35.5
"831",2020-03-29,2020,3,29,1,13,"S08000022","NHS Highland",2,"All",88,164,-46.3
"832",2020-03-29,2020,3,29,1,13,"S08000022","NHS Highland",3,"All",153,268.5,-43
"833",2020-03-29,2020,3,29,1,13,"S08000022","NHS Highland",4,"All",101,196,-48.5
"834",2020-03-29,2020,3,29,1,13,"S08000022","NHS Highland",5,"All",18,50.5,-64.4
"835",2020-03-29,2020,3,29,1,13,"S08000024","NHS Lothian",1,"All",243,367,-33.8
"836",2020-03-29,2020,3,29,1,13,"S08000024","NHS Lothian",2,"All",353,551.5,-36
"837",2020-03-29,2020,3,29,1,13,"S08000024","NHS Lothian",3,"All",242,379.5,-36.2
"838",2020-03-29,2020,3,29,1,13,"S08000024","NHS Lothian",4,"All",217,343.5,-36.8
"839",2020-03-29,2020,3,29,1,13,"S08000024","NHS Lothian",5,"All",302,469,-35.6
"840",2020-03-29,2020,3,29,1,13,"S08000025","NHS Orkney",4,"All",16,16.5,-3
"841",2020-03-29,2020,3,29,1,13,"S08000026","NHS Shetland",3,"All",9,15,-40
"842",2020-03-29,2020,3,29,1,13,"S08000026","NHS Shetland",4,"All",9,26.5,-66
"843",2020-03-29,2020,3,29,1,13,"S08000028","NHS Western Isles",2,"All",8,11.5,-30.4
"844",2020-03-29,2020,3,29,1,13,"S08000028","NHS Western Isles",3,"All",42,59.5,-29.4
"845",2020-03-29,2020,3,29,1,13,"S08000029","NHS Fife",1,"All",127,265.5,-52.2
"846",2020-03-29,2020,3,29,1,13,"S08000029","NHS Fife",2,"All",136,220.5,-38.3
"847",2020-03-29,2020,3,29,1,13,"S08000029","NHS Fife",3,"All",83,159,-47.8
"848",2020-03-29,2020,3,29,1,13,"S08000029","NHS Fife",4,"All",67,156.5,-57.2
"849",2020-03-29,2020,3,29,1,13,"S08000029","NHS Fife",5,"All",71,119,-40.3
"850",2020-03-29,2020,3,29,1,13,"S08000030","NHS Tayside",1,"All",170,248,-31.5
"851",2020-03-29,2020,3,29,1,13,"S08000030","NHS Tayside",2,"All",152,256,-40.6
"852",2020-03-29,2020,3,29,1,13,"S08000030","NHS Tayside",3,"All",128,228.5,-44
"853",2020-03-29,2020,3,29,1,13,"S08000030","NHS Tayside",4,"All",189,288,-34.4
"854",2020-03-29,2020,3,29,1,13,"S08000030","NHS Tayside",5,"All",130,218,-40.4
"855",2020-03-29,2020,3,29,1,13,"S08000031","NHS Greater Glasgow and Clyde",1,"All",848,1590.5,-46.7
"856",2020-03-29,2020,3,29,1,13,"S08000031","NHS Greater Glasgow and Clyde",2,"All",395,819,-51.8
"857",2020-03-29,2020,3,29,1,13,"S08000031","NHS Greater Glasgow and Clyde",3,"All",319,557.5,-42.8
"858",2020-03-29,2020,3,29,1,13,"S08000031","NHS Greater Glasgow and Clyde",4,"All",279,465.5,-40.1
"859",2020-03-29,2020,3,29,1,13,"S08000031","NHS Greater Glasgow and Clyde",5,"All",286,517,-44.7
"860",2020-03-29,2020,3,29,1,13,"S08000032","NHS Lanarkshire",1,"All",338,592.5,-43
"861",2020-03-29,2020,3,29,1,13,"S08000032","NHS Lanarkshire",2,"All",268,482.5,-44.5
"862",2020-03-29,2020,3,29,1,13,"S08000032","NHS Lanarkshire",3,"All",147,272,-46
"863",2020-03-29,2020,3,29,1,13,"S08000032","NHS Lanarkshire",4,"All",124,231,-46.3
"864",2020-03-29,2020,3,29,1,13,"S08000032","NHS Lanarkshire",5,"All",73,166,-56
"865",2020-03-29,2020,3,29,1,13,NA,NA,1,"All",2222,4080.5,-45.5
"866",2020-03-29,2020,3,29,1,13,NA,NA,2,"All",1882,3578.5,-47.4
"867",2020-03-29,2020,3,29,1,13,NA,NA,3,"All",1730,3013.5,-42.6
"868",2020-03-29,2020,3,29,1,13,NA,NA,4,"All",1484,2570,-42.3
"869",2020-03-29,2020,3,29,1,13,NA,NA,5,"All",1247,2189,-43
"870",2020-04-05,2020,4,5,2,14,"S08000015","NHS Ayrshire and Arran",1,"All",204,388.5,-47.5
"871",2020-04-05,2020,4,5,2,14,"S08000015","NHS Ayrshire and Arran",2,"All",131,274,-52.2
"872",2020-04-05,2020,4,5,2,14,"S08000015","NHS Ayrshire and Arran",3,"All",97,201.5,-51.9
"873",2020-04-05,2020,4,5,2,14,"S08000015","NHS Ayrshire and Arran",4,"All",69,133,-48.1
"874",2020-04-05,2020,4,5,2,14,"S08000015","NHS Ayrshire and Arran",5,"All",65,115,-43.5
"875",2020-04-05,2020,4,5,2,14,"S08000016","NHS Borders",1,"All",10,18.5,-45.9
"876",2020-04-05,2020,4,5,2,14,"S08000016","NHS Borders",2,"All",24,50,-52
"877",2020-04-05,2020,4,5,2,14,"S08000016","NHS Borders",3,"All",60,107.5,-44.2
"878",2020-04-05,2020,4,5,2,14,"S08000016","NHS Borders",4,"All",37,71,-47.9
"879",2020-04-05,2020,4,5,2,14,"S08000016","NHS Borders",5,"All",11,18.5,-40.5
"880",2020-04-05,2020,4,5,2,14,"S08000017","NHS Dumfries and Galloway",1,"All",29,54.5,-46.8
"881",2020-04-05,2020,4,5,2,14,"S08000017","NHS Dumfries and Galloway",2,"All",56,128.5,-56.4
"882",2020-04-05,2020,4,5,2,14,"S08000017","NHS Dumfries and Galloway",3,"All",96,162.5,-40.9
"883",2020-04-05,2020,4,5,2,14,"S08000017","NHS Dumfries and Galloway",4,"All",29,61,-52.5
"884",2020-04-05,2020,4,5,2,14,"S08000017","NHS Dumfries and Galloway",5,"All",21,32,-34.4
"885",2020-04-05,2020,4,5,2,14,"S08000019","NHS Forth Valley",1,"All",96,313.5,-69.4
"886",2020-04-05,2020,4,5,2,14,"S08000019","NHS Forth Valley",2,"All",124,336,-63.1
"887",2020-04-05,2020,4,5,2,14,"S08000019","NHS Forth Valley",3,"All",115,283.5,-59.4
"888",2020-04-05,2020,4,5,2,14,"S08000019","NHS Forth Valley",4,"All",68,235,-71.1
"889",2020-04-05,2020,4,5,2,14,"S08000019","NHS Forth Valley",5,"All",67,189.5,-64.6
"890",2020-04-05,2020,4,5,2,14,"S08000020","NHS Grampian",1,"All",66,101,-34.7
"891",2020-04-05,2020,4,5,2,14,"S08000020","NHS Grampian",2,"All",162,260,-37.7
"892",2020-04-05,2020,4,5,2,14,"S08000020","NHS Grampian",3,"All",213,302,-29.5
"893",2020-04-05,2020,4,5,2,14,"S08000020","NHS Grampian",4,"All",214,359.5,-40.5
"894",2020-04-05,2020,4,5,2,14,"S08000020","NHS Grampian",5,"All",170,279,-39.1
"895",2020-04-05,2020,4,5,2,14,"S08000022","NHS Highland",1,"All",52,99,-47.5
"896",2020-04-05,2020,4,5,2,14,"S08000022","NHS Highland",2,"All",74,165,-55.2
"897",2020-04-05,2020,4,5,2,14,"S08000022","NHS Highland",3,"All",153,260.5,-41.3
"898",2020-04-05,2020,4,5,2,14,"S08000022","NHS Highland",4,"All",98,211.5,-53.7
"899",2020-04-05,2020,4,5,2,14,"S08000022","NHS Highland",5,"All",19,53,-64.2
"900",2020-04-05,2020,4,5,2,14,"S08000024","NHS Lothian",1,"All",230,380,-39.5
"901",2020-04-05,2020,4,5,2,14,"S08000024","NHS Lothian",2,"All",394,563.5,-30.1
"902",2020-04-05,2020,4,5,2,14,"S08000024","NHS Lothian",3,"All",231,375,-38.4
"903",2020-04-05,2020,4,5,2,14,"S08000024","NHS Lothian",4,"All",254,348.5,-27.1
"904",2020-04-05,2020,4,5,2,14,"S08000024","NHS Lothian",5,"All",341,476.5,-28.4
"905",2020-04-05,2020,4,5,2,14,"S08000025","NHS Orkney",3,"All",5,6,-16.7
"906",2020-04-05,2020,4,5,2,14,"S08000025","NHS Orkney",4,"All",10,28,-64.3
"907",2020-04-05,2020,4,5,2,14,"S08000026","NHS Shetland",3,"All",10,18.5,-45.9
"908",2020-04-05,2020,4,5,2,14,"S08000026","NHS Shetland",4,"All",8,16,-50
"909",2020-04-05,2020,4,5,2,14,"S08000028","NHS Western Isles",2,"All",5,13,-61.5
"910",2020-04-05,2020,4,5,2,14,"S08000028","NHS Western Isles",3,"All",46,53,-13.2
"911",2020-04-05,2020,4,5,2,14,"S08000029","NHS Fife",1,"All",147,270.5,-45.7
"912",2020-04-05,2020,4,5,2,14,"S08000029","NHS Fife",2,"All",153,221.5,-30.9
"913",2020-04-05,2020,4,5,2,14,"S08000029","NHS Fife",3,"All",99,185,-46.5
"914",2020-04-05,2020,4,5,2,14,"S08000029","NHS Fife",4,"All",92,151.5,-39.3
"915",2020-04-05,2020,4,5,2,14,"S08000029","NHS Fife",5,"All",69,99.5,-30.7
"916",2020-04-05,2020,4,5,2,14,"S08000030","NHS Tayside",1,"All",155,245.5,-36.9
"917",2020-04-05,2020,4,5,2,14,"S08000030","NHS Tayside",2,"All",158,223,-29.1
"918",2020-04-05,2020,4,5,2,14,"S08000030","NHS Tayside",3,"All",159,216.5,-26.6
"919",2020-04-05,2020,4,5,2,14,"S08000030","NHS Tayside",4,"All",216,266,-18.8
"920",2020-04-05,2020,4,5,2,14,"S08000030","NHS Tayside",5,"All",96,186.5,-48.5
"921",2020-04-05,2020,4,5,2,14,"S08000031","NHS Greater Glasgow and Clyde",1,"All",950,1589,-40.2
"922",2020-04-05,2020,4,5,2,14,"S08000031","NHS Greater Glasgow and Clyde",2,"All",421,767.5,-45.1
"923",2020-04-05,2020,4,5,2,14,"S08000031","NHS Greater Glasgow and Clyde",3,"All",295,512,-42.4
"924",2020-04-05,2020,4,5,2,14,"S08000031","NHS Greater Glasgow and Clyde",4,"All",278,503,-44.7
"925",2020-04-05,2020,4,5,2,14,"S08000031","NHS Greater Glasgow and Clyde",5,"All",294,521.5,-43.6
"926",2020-04-05,2020,4,5,2,14,"S08000032","NHS Lanarkshire",1,"All",304,597,-49.1
"927",2020-04-05,2020,4,5,2,14,"S08000032","NHS Lanarkshire",2,"All",280,491,-43
"928",2020-04-05,2020,4,5,2,14,"S08000032","NHS Lanarkshire",3,"All",158,282,-44
"929",2020-04-05,2020,4,5,2,14,"S08000032","NHS Lanarkshire",4,"All",99,214,-53.7
"930",2020-04-05,2020,4,5,2,14,"S08000032","NHS Lanarkshire",5,"All",84,159.5,-47.3
"931",2020-04-05,2020,4,5,2,14,NA,NA,1,"All",2244,4057,-44.7
"932",2020-04-05,2020,4,5,2,14,NA,NA,2,"All",1988,3506,-43.3
"933",2020-04-05,2020,4,5,2,14,NA,NA,3,"All",1737,2965.5,-41.4
"934",2020-04-05,2020,4,5,2,14,NA,NA,4,"All",1472,2599,-43.4
"935",2020-04-05,2020,4,5,2,14,NA,NA,5,"All",1237,2131.5,-42
"936",2020-04-12,2020,4,12,2,15,"S08000015","NHS Ayrshire and Arran",1,"All",207,401.5,-48.4
"937",2020-04-12,2020,4,12,2,15,"S08000015","NHS Ayrshire and Arran",2,"All",127,278,-54.3
"938",2020-04-12,2020,4,12,2,15,"S08000015","NHS Ayrshire and Arran",3,"All",98,179.5,-45.4
"939",2020-04-12,2020,4,12,2,15,"S08000015","NHS Ayrshire and Arran",4,"All",84,136,-38.2
"940",2020-04-12,2020,4,12,2,15,"S08000015","NHS Ayrshire and Arran",5,"All",55,102.5,-46.3
"941",2020-04-12,2020,4,12,2,15,"S08000016","NHS Borders",1,"All",8,24.5,-67.3
"942",2020-04-12,2020,4,12,2,15,"S08000016","NHS Borders",2,"All",39,57,-31.6
"943",2020-04-12,2020,4,12,2,15,"S08000016","NHS Borders",3,"All",53,92,-42.4
"944",2020-04-12,2020,4,12,2,15,"S08000016","NHS Borders",4,"All",44,65.5,-32.8
"945",2020-04-12,2020,4,12,2,15,"S08000016","NHS Borders",5,"All",13,17.5,-25.7
"946",2020-04-12,2020,4,12,2,15,"S08000017","NHS Dumfries and Galloway",1,"All",35,50,-30
"947",2020-04-12,2020,4,12,2,15,"S08000017","NHS Dumfries and Galloway",2,"All",71,116,-38.8
"948",2020-04-12,2020,4,12,2,15,"S08000017","NHS Dumfries and Galloway",3,"All",87,169.5,-48.7
"949",2020-04-12,2020,4,12,2,15,"S08000017","NHS Dumfries and Galloway",4,"All",39,66.5,-41.4
"950",2020-04-12,2020,4,12,2,15,"S08000017","NHS Dumfries and Galloway",5,"All",13,27,-51.9
"951",2020-04-12,2020,4,12,2,15,"S08000019","NHS Forth Valley",1,"All",96,272,-64.7
"952",2020-04-12,2020,4,12,2,15,"S08000019","NHS Forth Valley",2,"All",124,317,-60.9
"953",2020-04-12,2020,4,12,2,15,"S08000019","NHS Forth Valley",3,"All",104,241.5,-56.9
"954",2020-04-12,2020,4,12,2,15,"S08000019","NHS Forth Valley",4,"All",62,236,-73.7
"955",2020-04-12,2020,4,12,2,15,"S08000019","NHS Forth Valley",5,"All",59,172,-65.7
"956",2020-04-12,2020,4,12,2,15,"S08000020","NHS Grampian",1,"All",76,107,-29
"957",2020-04-12,2020,4,12,2,15,"S08000020","NHS Grampian",2,"All",158,256,-38.3
"958",2020-04-12,2020,4,12,2,15,"S08000020","NHS Grampian",3,"All",173,296,-41.6
"959",2020-04-12,2020,4,12,2,15,"S08000020","NHS Grampian",4,"All",184,343,-46.4
"960",2020-04-12,2020,4,12,2,15,"S08000020","NHS Grampian",5,"All",180,284.5,-36.7
"961",2020-04-12,2020,4,12,2,15,"S08000022","NHS Highland",1,"All",54,105.5,-48.8
"962",2020-04-12,2020,4,12,2,15,"S08000022","NHS Highland",2,"All",82,165,-50.3
"963",2020-04-12,2020,4,12,2,15,"S08000022","NHS Highland",3,"All",139,281.5,-50.6
"964",2020-04-12,2020,4,12,2,15,"S08000022","NHS Highland",4,"All",96,212,-54.7
"965",2020-04-12,2020,4,12,2,15,"S08000022","NHS Highland",5,"All",28,50.5,-44.6
"966",2020-04-12,2020,4,12,2,15,"S08000024","NHS Lothian",1,"All",238,373,-36.2
"967",2020-04-12,2020,4,12,2,15,"S08000024","NHS Lothian",2,"All",313,559.5,-44.1
"968",2020-04-12,2020,4,12,2,15,"S08000024","NHS Lothian",3,"All",219,377.5,-42
"969",2020-04-12,2020,4,12,2,15,"S08000024","NHS Lothian",4,"All",205,348,-41.1
"970",2020-04-12,2020,4,12,2,15,"S08000024","NHS Lothian",5,"All",292,500.5,-41.7
"971",2020-04-12,2020,4,12,2,15,"S08000025","NHS Orkney",4,"All",12,21,-42.9
"972",2020-04-12,2020,4,12,2,15,"S08000026","NHS Shetland",3,"All",11,20.5,-46.3
"973",2020-04-12,2020,4,12,2,15,"S08000026","NHS Shetland",4,"All",8,21,-61.9
"974",2020-04-12,2020,4,12,2,15,"S08000028","NHS Western Isles",3,"All",27,51.5,-47.6
"975",2020-04-12,2020,4,12,2,15,"S08000029","NHS Fife",1,"All",157,239,-34.3
"976",2020-04-12,2020,4,12,2,15,"S08000029","NHS Fife",2,"All",141,234.5,-39.9
"977",2020-04-12,2020,4,12,2,15,"S08000029","NHS Fife",3,"All",99,175,-43.4
"978",2020-04-12,2020,4,12,2,15,"S08000029","NHS Fife",4,"All",80,146,-45.2
"979",2020-04-12,2020,4,12,2,15,"S08000029","NHS Fife",5,"All",54,111.5,-51.6
"980",2020-04-12,2020,4,12,2,15,"S08000030","NHS Tayside",1,"All",172,262.5,-34.5
"981",2020-04-12,2020,4,12,2,15,"S08000030","NHS Tayside",2,"All",147,232,-36.6
"982",2020-04-12,2020,4,12,2,15,"S08000030","NHS Tayside",3,"All",137,218,-37.2
"983",2020-04-12,2020,4,12,2,15,"S08000030","NHS Tayside",4,"All",195,256.5,-24
"984",2020-04-12,2020,4,12,2,15,"S08000030","NHS Tayside",5,"All",106,176.5,-39.9
"985",2020-04-12,2020,4,12,2,15,"S08000031","NHS Greater Glasgow and Clyde",1,"All",929,1560,-40.4
"986",2020-04-12,2020,4,12,2,15,"S08000031","NHS Greater Glasgow and Clyde",2,"All",394,795,-50.4
"987",2020-04-12,2020,4,12,2,15,"S08000031","NHS Greater Glasgow and Clyde",3,"All",295,548,-46.2
"988",2020-04-12,2020,4,12,2,15,"S08000031","NHS Greater Glasgow and Clyde",4,"All",268,479.5,-44.1
"989",2020-04-12,2020,4,12,2,15,"S08000031","NHS Greater Glasgow and Clyde",5,"All",288,567.5,-49.3
"990",2020-04-12,2020,4,12,2,15,"S08000032","NHS Lanarkshire",1,"All",340,549,-38.1
"991",2020-04-12,2020,4,12,2,15,"S08000032","NHS Lanarkshire",2,"All",247,461.5,-46.5
"992",2020-04-12,2020,4,12,2,15,"S08000032","NHS Lanarkshire",3,"All",174,273.5,-36.4
"993",2020-04-12,2020,4,12,2,15,"S08000032","NHS Lanarkshire",4,"All",131,214,-38.8
"994",2020-04-12,2020,4,12,2,15,"S08000032","NHS Lanarkshire",5,"All",80,140,-42.9
"995",2020-04-12,2020,4,12,2,15,NA,NA,1,"All",2312,3944,-41.4
"996",2020-04-12,2020,4,12,2,15,NA,NA,2,"All",1851,3495.5,-47
"997",2020-04-12,2020,4,12,2,15,NA,NA,3,"All",1618,2932,-44.8
"998",2020-04-12,2020,4,12,2,15,NA,NA,4,"All",1408,2546,-44.7
"999",2020-04-12,2020,4,12,2,15,NA,NA,5,"All",1168,2151,-45.7
"1000",2020-04-19,2020,4,19,2,16,"S08000015","NHS Ayrshire and Arran",1,"All",220,408,-46.1
"1001",2020-04-19,2020,4,19,2,16,"S08000015","NHS Ayrshire and Arran",2,"All",140,265,-47.2
"1002",2020-04-19,2020,4,19,2,16,"S08000015","NHS Ayrshire and Arran",3,"All",85,181.5,-53.2
"1003",2020-04-19,2020,4,19,2,16,"S08000015","NHS Ayrshire and Arran",4,"All",71,124,-42.7
"1004",2020-04-19,2020,4,19,2,16,"S08000015","NHS Ayrshire and Arran",5,"All",58,116,-50
"1005",2020-04-19,2020,4,19,2,16,"S08000016","NHS Borders",1,"All",8,22.5,-64.4
"1006",2020-04-19,2020,4,19,2,16,"S08000016","NHS Borders",2,"All",29,49.5,-41.4
"1007",2020-04-19,2020,4,19,2,16,"S08000016","NHS Borders",3,"All",55,113.5,-51.5
"1008",2020-04-19,2020,4,19,2,16,"S08000016","NHS Borders",4,"All",40,53.5,-25.2
"1009",2020-04-19,2020,4,19,2,16,"S08000016","NHS Borders",5,"All",9,15.5,-41.9
"1010",2020-04-19,2020,4,19,2,16,"S08000017","NHS Dumfries and Galloway",1,"All",31,48.5,-36.1
"1011",2020-04-19,2020,4,19,2,16,"S08000017","NHS Dumfries and Galloway",2,"All",51,130.5,-60.9
"1012",2020-04-19,2020,4,19,2,16,"S08000017","NHS Dumfries and Galloway",3,"All",86,172.5,-50.1
"1013",2020-04-19,2020,4,19,2,16,"S08000017","NHS Dumfries and Galloway",4,"All",30,65,-53.8
"1014",2020-04-19,2020,4,19,2,16,"S08000017","NHS Dumfries and Galloway",5,"All",12,30,-60
"1015",2020-04-19,2020,4,19,2,16,"S08000019","NHS Forth Valley",1,"All",84,241,-65.1
"1016",2020-04-19,2020,4,19,2,16,"S08000019","NHS Forth Valley",2,"All",116,241.5,-52
"1017",2020-04-19,2020,4,19,2,16,"S08000019","NHS Forth Valley",3,"All",78,239,-67.4
"1018",2020-04-19,2020,4,19,2,16,"S08000019","NHS Forth Valley",4,"All",89,173,-48.6
"1019",2020-04-19,2020,4,19,2,16,"S08000019","NHS Forth Valley",5,"All",68,154.5,-56
"1020",2020-04-19,2020,4,19,2,16,"S08000020","NHS Grampian",1,"All",57,124,-54
"1021",2020-04-19,2020,4,19,2,16,"S08000020","NHS Grampian",2,"All",187,248.5,-24.7
"1022",2020-04-19,2020,4,19,2,16,"S08000020","NHS Grampian",3,"All",170,316.5,-46.3
"1023",2020-04-19,2020,4,19,2,16,"S08000020","NHS Grampian",4,"All",196,379,-48.3
"1024",2020-04-19,2020,4,19,2,16,"S08000020","NHS Grampian",5,"All",181,307.5,-41.1
"1025",2020-04-19,2020,4,19,2,16,"S08000022","NHS Highland",1,"All",60,103.5,-42
"1026",2020-04-19,2020,4,19,2,16,"S08000022","NHS Highland",2,"All",66,166.5,-60.4
"1027",2020-04-19,2020,4,19,2,16,"S08000022","NHS Highland",3,"All",148,258,-42.6
"1028",2020-04-19,2020,4,19,2,16,"S08000022","NHS Highland",4,"All",103,204.5,-49.6
