year_quarter,hb,location,specialty,specialty_name,all_staffed_beddays,total_occupied_beddays,average_available_staffed_beds,average_occupied_beds,percentage_occupancy,hb_name,country.x,shb_name,country.y
2021 Q4,S08000019,V217H,NA,Paediatrics Grouping,4870,2118,52.93478261,23.02173913,43.49075975,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,NA,Paediatrics Grouping,4870,2118,52.93478261,23.02173913,43.49075975,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,C9,Plastic Surgery,1,1,0.011111111,0.011111111,100,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,C9,Plastic Surgery,1,1,0.011111111,0.011111111,100,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,V217H,G4,Psychiatry of Old Age,3643,2724,39.59782609,29.60869565,74.77353829,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,S08000019,G4,Psychiatry of Old Age,8611,6871,93.59782609,74.68478261,79.79328766,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,V217H,G4,Psychiatry of Old Age,3600,2710,40,30.11111111,75.27777778,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,S08000019,G4,Psychiatry of Old Age,8372,6753,93.02222222,75.03333333,80.66172957,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,V217H,G4,Psychiatry of Old Age,3632,2507,39.91208791,27.54945055,69.0253304,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,S08000019,G4,Psychiatry of Old Age,8436,6779,92.7032967,74.49450549,80.35798957,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,V217H,G4,Psychiatry of Old Age,3680,2626,40,28.54347826,71.35869565,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,S08000019,G4,Psychiatry of Old Age,8646,6744,93.97826087,73.30434783,78.00138793,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,V217H,G4,Psychiatry of Old Age,3721,2866,40.44565217,31.15217391,77.02230583,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,S08000019,G4,Psychiatry of Old Age,8713,7126,94.70652174,77.45652174,81.78583725,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,V217H,G4,Psychiatry of Old Age,3612,3062,40.13333333,34.02222222,84.77297896,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,S08000019,G4,Psychiatry of Old Age,8472,7345,94.13333333,81.61111111,86.697356,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,V217H,G4,Psychiatry of Old Age,5690,3726,62.52747253,40.94505495,65.48330404,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,S08000019,G4,Psychiatry of Old Age,10586,7867,116.3296703,86.45054945,74.31513319,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,V217H,G4,Psychiatry of Old Age,3680,2940,40,31.95652174,79.89130435,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,S08000019,G4,Psychiatry of Old Age,8610,6894,93.58695652,74.93478261,80.06968641,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,V217H,G4,Psychiatry of Old Age,3680,3019,40,32.81521739,82.03804348,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,S08000019,G4,Psychiatry of Old Age,7634,6359,82.97826087,69.11956522,83.29840189,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,G4,Psychiatry of Old Age,3594,2952,39.93333333,32.8,82.13689482,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,G4,Psychiatry of Old Age,6748,6031,74.97777778,67.01111111,89.37462952,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,V217H,G4,Psychiatry of Old Age,5970,2654,65.6043956,29.16483516,44.45561139,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,S08000019,G4,Psychiatry of Old Age,9719,5821,106.8021978,63.96703297,59.89299311,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,V217H,G4,Psychiatry of Old Age,7277,2779,79.09782609,30.20652174,38.18881407,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,S08000019,G4,Psychiatry of Old Age,10434,5622,113.4130435,61.10869565,53.88154112,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,V217H,G4,Psychiatry of Old Age,7224,2898,78.52173913,31.5,40.11627907,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,S08000019,G4,Psychiatry of Old Age,10352,5741,112.5217391,62.40217391,55.45788253,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,V217H,G4,Psychiatry of Old Age,7269,2851,79.87912088,31.32967033,39.22135094,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,S08000019,G4,Psychiatry of Old Age,10484,5468,115.2087912,60.08791209,52.15566578,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,V217H,G4,Psychiatry of Old Age,5039,2029,55.37362637,22.2967033,40.26592578,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,S08000019,G4,Psychiatry of Old Age,8200,4554,90.10989011,50.04395604,55.53658537,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,V217H,G4,Psychiatry of Old Age,3551,2524,38.59782609,27.43478261,71.07856942,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,S08000019,G4,Psychiatry of Old Age,6204,4717,67.43478261,51.27173913,76.03159252,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,V217H,G4,Psychiatry of Old Age,3436,2386,37.34782609,25.93478261,69.44121071,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,S08000019,G4,Psychiatry of Old Age,6563,4942,71.33695652,53.7173913,75.30092945,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,V217H,G4,Psychiatry of Old Age,3242,1876,36.02222222,20.84444444,57.86551511,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,S08000019,G4,Psychiatry of Old Age,6258,4292,69.53333333,47.68888889,68.58421221,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,V217H,G4,Psychiatry of Old Age,3328,2293,36.57142857,25.1978022,68.90024038,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,S08000019,G4,Psychiatry of Old Age,6459,4953,70.97802198,54.42857143,76.68369717,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,V217H,G4,Psychiatry of Old Age,3564,2834,38.73913043,30.80434783,79.51739618,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,S08000019,G4,Psychiatry of Old Age,6253,5373,67.9673913,58.40217391,85.92675516,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,V217H,G4,Psychiatry of Old Age,3601,2829,39.14130435,30.75,78.56151069,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,G4,Psychiatry of Old Age,6716,5549,73,60.31521739,82.62358547,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,V217H,AP,Rehabilitation Medicine,142,142,1.543478261,1.543478261,100,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,S08000019,AP,Rehabilitation Medicine,3028,3007,32.91304348,32.68478261,99.30647292,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,V217H,AP,Rehabilitation Medicine,195,195,2.166666667,2.166666667,100,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,S08000019,AP,Rehabilitation Medicine,2699,2679,29.98888889,29.76666667,99.25898481,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,V217H,AP,Rehabilitation Medicine,220,218,2.417582418,2.395604396,99.09090909,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,S08000019,AP,Rehabilitation Medicine,1858,1817,20.41758242,19.96703297,97.79332616,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,V217H,AP,Rehabilitation Medicine,535,535,5.815217391,5.815217391,100,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,S08000019,AP,Rehabilitation Medicine,1041,1034,11.31521739,11.23913043,99.32756964,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,V217H,AP,Rehabilitation Medicine,282,282,3.065217391,3.065217391,100,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,S08000019,AP,Rehabilitation Medicine,1404,1397,15.26086957,15.18478261,99.5014245,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,V217H,AP,Rehabilitation Medicine,396,396,4.4,4.4,100,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,S08000019,AP,Rehabilitation Medicine,486,461,5.4,5.122222222,94.85596708,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,V217H,AP,Rehabilitation Medicine,79,79,0.868131868,0.868131868,100,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,S08000019,AP,Rehabilitation Medicine,285,269,3.131868132,2.956043956,94.38596491,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,V217H,AP,Rehabilitation Medicine,121,121,1.315217391,1.315217391,100,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,S08000019,AP,Rehabilitation Medicine,548,529,5.956521739,5.75,96.53284672,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,V217H,AP,Rehabilitation Medicine,238,237,2.586956522,2.576086957,99.57983193,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,S08000019,AP,Rehabilitation Medicine,721,695,7.836956522,7.554347826,96.39389736,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,AP,Rehabilitation Medicine,253,253,2.811111111,2.811111111,100,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,AP,Rehabilitation Medicine,590,571,6.555555556,6.344444444,96.77966102,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,V217H,AP,Rehabilitation Medicine,1057,960,11.61538462,10.54945055,90.8230842,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,S08000019,AP,Rehabilitation Medicine,1540,1367,16.92307692,15.02197802,88.76623377,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,V217H,AP,Rehabilitation Medicine,1747,1505,18.98913043,16.35869565,86.14768174,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,S08000019,AP,Rehabilitation Medicine,2834,2592,30.80434783,28.17391304,91.46083275,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,V217H,AP,Rehabilitation Medicine,1140,1113,12.39130435,12.09782609,97.63157895,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,S08000019,AP,Rehabilitation Medicine,2182,2155,23.7173913,23.42391304,98.76260312,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,V217H,AP,Rehabilitation Medicine,1180,1083,12.96703297,11.9010989,91.77966102,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,S08000019,AP,Rehabilitation Medicine,2357,2249,25.9010989,24.71428571,95.41790412,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,V217H,AP,Rehabilitation Medicine,213,5,2.340659341,0.054945055,2.34741784,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,S08000019,AP,Rehabilitation Medicine,590,29,6.483516484,0.318681319,4.915254237,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,V217H,AP,Rehabilitation Medicine,702,28,7.630434783,0.304347826,3.988603989,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,S08000019,AP,Rehabilitation Medicine,931,61,10.11956522,0.663043478,6.552094522,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,V217H,AP,Rehabilitation Medicine,736,22,8,0.239130435,2.989130435,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,S08000019,AP,Rehabilitation Medicine,868,22,9.434782609,0.239130435,2.534562212,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,V217H,AP,Rehabilitation Medicine,439,0,4.877777778,0,0,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,S08000019,AP,Rehabilitation Medicine,947,0,10.52222222,0,0,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,V217H,AP,Rehabilitation Medicine,420,0,4.615384615,0,0,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,S08000019,AP,Rehabilitation Medicine,966,0,10.61538462,0,0,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,V217H,AP,Rehabilitation Medicine,507,0,5.510869565,0,0,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,S08000019,AP,Rehabilitation Medicine,1796,0,19.52173913,0,0,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,V217H,AP,Rehabilitation Medicine,317,0,3.445652174,0,0,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,AP,Rehabilitation Medicine,1037,0,11.27173913,0,0,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,V217H,AG,Renal Medicine,11,11,0.119565217,0.119565217,100,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,S08000019,AG,Renal Medicine,11,11,0.119565217,0.119565217,100,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,V217H,AG,Renal Medicine,2,2,0.02173913,0.02173913,100,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,S08000019,AG,Renal Medicine,2,2,0.02173913,0.02173913,100,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,V217H,AG,Renal Medicine,1,1,0.010869565,0.010869565,100,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,AG,Renal Medicine,1,1,0.010869565,0.010869565,100,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,V217H,AQ,Respiratory Medicine,1710,1664,18.58695652,18.08695652,97.30994152,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,S08000019,AQ,Respiratory Medicine,1720,1674,18.69565217,18.19565217,97.3255814,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,V217H,AQ,Respiratory Medicine,1294,1268,14.37777778,14.08888889,97.99072643,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,S08000019,AQ,Respiratory Medicine,1299,1273,14.43333333,14.14444444,97.99846035,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,V217H,AQ,Respiratory Medicine,1168,1121,12.83516484,12.31868132,95.9760274,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,S08000019,AQ,Respiratory Medicine,1189,1142,13.06593407,12.54945055,96.0470984,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,V217H,AQ,Respiratory Medicine,714,656,7.760869565,7.130434783,91.8767507,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,S08000019,AQ,Respiratory Medicine,868,810,9.434782609,8.804347826,93.31797235,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,V217H,AQ,Respiratory Medicine,977,925,10.61956522,10.05434783,94.67758444,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,S08000019,AQ,Respiratory Medicine,1442,1390,15.67391304,15.10869565,96.39389736,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,V217H,AQ,Respiratory Medicine,1214,1150,13.48888889,12.77777778,94.72817133,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,S08000019,AQ,Respiratory Medicine,1420,1356,15.77777778,15.06666667,95.49295775,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,V217H,AQ,Respiratory Medicine,948,877,10.41758242,9.637362637,92.51054852,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,S08000019,AQ,Respiratory Medicine,969,898,10.64835165,9.868131868,92.67285862,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,V217H,AQ,Respiratory Medicine,397,362,4.315217391,3.934782609,91.18387909,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,S08000019,AQ,Respiratory Medicine,397,362,4.315217391,3.934782609,91.18387909,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,V217H,AQ,Respiratory Medicine,586,567,6.369565217,6.163043478,96.75767918,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,S08000019,AQ,Respiratory Medicine,586,567,6.369565217,6.163043478,96.75767918,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,AQ,Respiratory Medicine,554,525,6.155555556,5.833333333,94.76534296,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,AQ,Respiratory Medicine,554,525,6.155555556,5.833333333,94.76534296,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,V217H,AQ,Respiratory Medicine,1455,1272,15.98901099,13.97802198,87.42268041,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,S08000019,AQ,Respiratory Medicine,1502,1319,16.50549451,14.49450549,87.81624501,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,V217H,AQ,Respiratory Medicine,1451,1019,15.77173913,11.07608696,70.22742936,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,S08000019,AQ,Respiratory Medicine,1461,1029,15.88043478,11.18478261,70.4312115,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,V217H,AQ,Respiratory Medicine,1785,1450,19.40217391,15.76086957,81.232493,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,S08000019,AQ,Respiratory Medicine,1795,1460,19.51086957,15.86956522,81.33704735,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,V217H,AQ,Respiratory Medicine,1148,745,12.61538462,8.186813187,64.89547038,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,S08000019,AQ,Respiratory Medicine,1148,745,12.61538462,8.186813187,64.89547038,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,V217H,AQ,Respiratory Medicine,1072,482,11.78021978,5.296703297,44.96268657,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,S08000019,AQ,Respiratory Medicine,1074,484,11.8021978,5.318681319,45.06517691,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,V217H,AQ,Respiratory Medicine,1371,1111,14.90217391,12.07608696,81.03574034,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,S08000019,AQ,Respiratory Medicine,1387,1127,15.07608696,12.25,81.25450613,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,V217H,AQ,Respiratory Medicine,2124,2119,23.08695652,23.0326087,99.7645951,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,S08000019,AQ,Respiratory Medicine,2236,2231,24.30434783,24.25,99.7763864,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,V217H,AQ,Respiratory Medicine,1414,1365,15.71111111,15.16666667,96.53465347,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,S08000019,AQ,Respiratory Medicine,1478,1429,16.42222222,15.87777778,96.68470907,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,V217H,AQ,Respiratory Medicine,1194,1135,13.12087912,12.47252747,95.05862647,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,S08000019,AQ,Respiratory Medicine,1194,1135,13.12087912,12.47252747,95.05862647,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,V217H,AQ,Respiratory Medicine,945,830,10.27173913,9.02173913,87.83068783,NHS Forth Valley,S92000003,NA,NA
2021 Q3,S08000019,S08000019,AQ,Respiratory Medicine,945,830,10.27173913,9.02173913,87.83068783,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,V217H,AQ,Respiratory Medicine,1092,953,11.86956522,10.35869565,87.27106227,NHS Forth Valley,S92000003,NA,NA
2021 Q4,S08000019,S08000019,AQ,Respiratory Medicine,1131,992,12.29347826,10.7826087,87.70999116,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,V217H,AR,Rheumatology,5,5,0.054347826,0.054347826,100,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,S08000019,AR,Rheumatology,5,5,0.054347826,0.054347826,100,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,V217H,AR,Rheumatology,104,104,1.155555556,1.155555556,100,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,S08000019,AR,Rheumatology,104,104,1.155555556,1.155555556,100,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,V217H,AR,Rheumatology,301,301,3.307692308,3.307692308,100,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,S08000019,AR,Rheumatology,301,301,3.307692308,3.307692308,100,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,V217H,AR,Rheumatology,70,70,0.760869565,0.760869565,100,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,S08000019,AR,Rheumatology,70,70,0.760869565,0.760869565,100,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,V217H,AR,Rheumatology,8,8,0.086956522,0.086956522,100,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,S08000019,AR,Rheumatology,8,8,0.086956522,0.086956522,100,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,AR,Rheumatology,13,13,0.144444444,0.144444444,100,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,AR,Rheumatology,13,13,0.144444444,0.144444444,100,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,V217H,AR,Rheumatology,1,1,0.010989011,0.010989011,100,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,S08000019,AR,Rheumatology,1,1,0.010989011,0.010989011,100,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,V217H,AR,Rheumatology,1,1,0.010989011,0.010989011,100,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,S08000019,AR,Rheumatology,1,1,0.010989011,0.010989011,100,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,V217H,NA,Surgery Grouping,10571,9693,114.9021739,105.3586957,91.69425788,NHS Forth Valley,S92000003,NA,NA
2016 Q4,S08000019,S08000019,NA,Surgery Grouping,10584,9706,115.0434783,105.5,91.70445956,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,V217H,NA,Surgery Grouping,10930,9645,121.4444444,107.1666667,88.24336688,NHS Forth Valley,S92000003,NA,NA
2017 Q1,S08000019,S08000019,NA,Surgery Grouping,10978,9693,121.9777778,107.7,88.29477136,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,V217H,NA,Surgery Grouping,11251,10165,123.6373626,111.7032967,90.34752466,NHS Forth Valley,S92000003,NA,NA
2017 Q2,S08000019,S08000019,NA,Surgery Grouping,11409,10321,125.3736264,113.4175824,90.46366903,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,V217H,NA,Surgery Grouping,11213,9561,121.8804348,103.923913,85.26710069,NHS Forth Valley,S92000003,NA,NA
2017 Q3,S08000019,S08000019,NA,Surgery Grouping,11326,9674,123.1086957,105.1521739,85.41409147,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,V217H,NA,Surgery Grouping,11073,10197,120.3586957,110.8369565,92.08886481,NHS Forth Valley,S92000003,NA,NA
2017 Q4,S08000019,S08000019,NA,Surgery Grouping,11073,10197,120.3586957,110.8369565,92.08886481,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,V217H,NA,Surgery Grouping,10583,9748,117.5888889,108.3111111,92.10998772,NHS Forth Valley,S92000003,NA,NA
2018 Q1,S08000019,S08000019,NA,Surgery Grouping,10586,9751,117.6222222,108.3444444,92.11222369,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,V217H,NA,Surgery Grouping,12505,10172,137.4175824,111.7802198,81.34346261,NHS Forth Valley,S92000003,NA,NA
2018 Q2,S08000019,S08000019,NA,Surgery Grouping,12527,10194,137.6593407,112.021978,81.37622735,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,V217H,NA,Surgery Grouping,12481,11568,135.6630435,125.7391304,92.68488102,NHS Forth Valley,S92000003,NA,NA
2018 Q3,S08000019,S08000019,NA,Surgery Grouping,12535,11584,136.25,125.9130435,92.41324292,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,V217H,NA,Surgery Grouping,11587,10814,125.9456522,117.5434783,93.32873047,NHS Forth Valley,S92000003,NA,NA
2018 Q4,S08000019,S08000019,NA,Surgery Grouping,11711,10846,127.2934783,117.8913043,92.61378191,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,V217H,NA,Surgery Grouping,10073,8979,111.9222222,99.76666667,89.13928323,NHS Forth Valley,S92000003,NA,NA
2019 Q1,S08000019,S08000019,NA,Surgery Grouping,10169,8985,112.9888889,99.83333333,88.35677058,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,V217H,NA,Surgery Grouping,14574,9476,160.1538462,104.1318681,65.01989845,NHS Forth Valley,S92000003,NA,NA
2019 Q2,S08000019,S08000019,NA,Surgery Grouping,14600,9502,160.4395604,104.4175824,65.08219178,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,V217H,NA,Surgery Grouping,16690,9551,181.4130435,103.8152174,57.22588376,NHS Forth Valley,S92000003,NA,NA
2019 Q3,S08000019,S08000019,NA,Surgery Grouping,16705,9566,181.576087,103.9782609,57.26429213,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,V217H,NA,Surgery Grouping,15995,8816,173.8586957,95.82608696,55.11722413,NHS Forth Valley,S92000003,NA,NA
2019 Q4,S08000019,S08000019,NA,Surgery Grouping,16008,8829,174,95.9673913,55.15367316,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,V217H,NA,Surgery Grouping,16247,8523,178.5384615,93.65934066,52.45891549,NHS Forth Valley,S92000003,NA,NA
2020 Q1,S08000019,S08000019,NA,Surgery Grouping,16392,8668,180.1318681,95.25274725,52.87945339,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,V217H,NA,Surgery Grouping,14697,4990,161.5054945,54.83516484,33.95250731,NHS Forth Valley,S92000003,NA,NA
2020 Q2,S08000019,S08000019,NA,Surgery Grouping,14741,5034,161.989011,55.31868132,34.14965063,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,V217H,NA,Surgery Grouping,11999,7368,130.423913,80.08695652,61.40511709,NHS Forth Valley,S92000003,NA,NA
2020 Q3,S08000019,S08000019,NA,Surgery Grouping,12202,7571,132.6304348,82.29347826,62.04720538,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,V217H,NA,Surgery Grouping,11364,8163,123.5217391,88.72826087,71.83210137,NHS Forth Valley,S92000003,NA,NA
2020 Q4,S08000019,S08000019,NA,Surgery Grouping,11801,8600,128.2717391,93.47826087,72.87518007,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,V217H,NA,Surgery Grouping,10428,8169,115.8666667,90.76666667,78.33716916,NHS Forth Valley,S92000003,NA,NA
2021 Q1,S08000019,S08000019,NA,Surgery Grouping,10746,8487,119.4,94.3,78.97822446,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,V217H,NA,Surgery Grouping,11489,8689,126.2527473,95.48351648,75.62886239,NHS Forth Valley,S92000003,NA,NA
2021 Q2,S08000019,S08000019,NA,Surgery Grouping,11545,8745,126.8681319,96.0989011,75.74707666,NHS Forth Valley,S92000003,NA,NA
